ID,smiles,MW,logP,norm_MW,TPSA,BalabanJ,MolMR,BertzCT,LabuteASA,split_MW,split_logP,split_norm_MW,split_TPSA,split_BalabanJ,split_BertzCT,split_LabuteASA
ZINC09059207,COc1ccc(/C(C)=N\N=C2\NC(=O)C[C@@H](C(=O)Nc3ccccc3OC)S2)cc1F,444.4880000000001,3.183300000000002,14.338322580645166,101.38000000000001,1.7276430798342859,118.36040000000001,1057.4252927838006,182.46643064816536,nan,train,train,nan,train,train,nan
ZINC51750429,CCC[C@H](C(=O)N1CC[C@@H](C)C[C@@H]1C)/C(N)=N/O,255.362,1.7961,14.186777777777777,78.92,2.763638287666016,71.37990000000003,317.35821743195027,109.01756645185357,train,train,train,val,test_ex,train,train
ZINC04624007,CC(C)NC(=O)c1sc2nc3c(cc2c1N)CN(C)CC3,304.41900000000004,2.0046,14.496142857142859,71.25,2.0580193765946917,86.67260000000003,707.2517964483525,127.69789331510171,train,train,val,train,nan,train,train
ZINC22561869,Cc1ccc(NC(=O)CN2C(=O)N[C@@]3(CCSC3)C2=O)cc1Cl,353.83100000000013,2.0144199999999994,15.383956521739137,78.51,1.664532663002269,89.73640000000002,688.5447166196595,142.47472043180565,train,train,nan,train,train,train,train
ZINC38789270,CCOc1ccc2c(c1)=C[C@H](CNc1ccccc1-c1ccccc1)C(=O)N=2,370.4520000000001,3.4209000000000014,13.230428571428575,50.69,1.5780031053347743,111.72170000000001,1106.9491106978503,163.76006203130996,train,val,test_in,train,train,train,train
CHEMBL564884,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(N4CCN(C)CC4)c3)nc1-2,460.58600000000024,2.5658000000000003,13.546647058823536,91.21,1.47607075915062,133.78889999999996,1239.7078067998839,199.7406778238463,nan,test_in,train,train,train,nan,nan
ZINC08254758,N#Cc1cccc(N2C(=S)N[C@@H]3[C@H](O)[C@@H](O)C[C@H](C(=O)NCc4ccccc4)[C@H]32)c1,422.51000000000016,1.0480799999999992,14.083666666666671,108.62,1.6243144440755795,115.35499999999999,993.37720832952,179.4871637329974,nan,train,train,nan,test_in,train,nan
ZINC45352764,CNC(=O)[C@H]1CN(C(=O)COC(=O)[C@@H](NC(=O)c2c(F)cccc2F)C(C)C)c2ccccc2O1,489.47500000000014,1.8025999999999995,13.985000000000005,114.04,1.70126943312879,120.68690000000002,1119.7425816309615,199.92577924725182,nan,val,train,nan,train,train,nan
ZINC43114719,C[C@@H](N)[C@@H](Sc1nc(N)cc(N)n1)c1cccs1,281.40999999999997,1.8830999999999996,15.633888888888887,103.83999999999999,2.2383105415632163,77.42320000000001,491.9070533560033,113.80576501745873,train,train,nan,nan,nan,train,train
ZINC05175719,O=C(N/N=C/c1ccccc1Br)c1cc(Br)ccc1O,398.05400000000003,3.681100000000002,19.902700000000003,61.69,2.092663112945248,85.00900000000001,671.9735213771942,132.32455330757983,train,train,test_ex,train,nan,train,train
ZINC47461609,NS(=O)(=O)c1ccc2c(c1)CCN2CCOc1ccc2ccccc2c1,368.45799999999997,2.928700000000002,14.171461538461537,72.63000000000001,1.4162094245936863,103.17520000000003,1063.5942855481737,152.59814465049143,train,train,train,train,train,train,train
ZINC43699031,N#Cc1ccc(OCc2cc(C#CCO)cs2)cc1,269.325,2.542580000000001,14.174999999999999,53.25,1.9431935666122788,73.77180000000001,641.2655898425623,115.25315522298641,train,train,train,val,train,train,train
ZINC11341460,Cc1ccc(NC(=O)COC(=O)c2cc3ccccc3oc2=O)cc1,337.33100000000013,2.8969200000000015,13.493240000000005,85.60999999999999,1.6579126755588196,92.57520000000004,988.6171274092613,142.58272085213787,val,train,test_in,train,train,train,train
ZINC63279972,CC[C@H](C)[C@@H](NC(=O)N1CCN(C(=O)[C@@H]2C=c3ccccc3=N2)CC1)C(=O)NCc1ccco1,465.55400000000026,0.6468000000000027,13.692764705882361,107.25000000000001,1.3000779107340048,125.95840000000004,1103.3058896966033,198.05497345995846,nan,train,train,nan,train,train,nan
ZINC04355538,Cc1ccc(-c2noc([C@@H](NC(=O)CCCCCN)C(C)C)n2)cc1,344.45900000000006,3.3774200000000016,13.778360000000003,94.04,2.02400930044278,97.71510000000004,664.3185455210195,148.73911709632736,train,train,val,train,nan,train,train
ZINC02618116,CC(C)CCN(C(=O)Cc1ccc(Cl)c(Cl)c1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,489.40300000000025,4.095700000000002,14.830393939393947,101.19,2.0253171144339905,133.2531,1252.7995476510944,201.30521901639696,nan,nan,train,nan,nan,nan,test_ex
ZINC22020516,Cc1ccc(CNC(=O)[C@H]2Oc3ccccc3O[C@H]2C)cc1,297.35400000000004,2.8397200000000016,13.516090909090911,47.56,1.6375273682769589,83.97370000000004,666.2874156146994,129.61079360107698,train,train,train,train,test_in,train,train
ZINC20804686,CC1=C(C(=O)Nc2ccccc2C)[C@@H](c2cccc(F)c2)n2nc(C)nc2N1,377.42300000000006,3.9616400000000027,13.479392857142859,71.84,1.8074317455974949,105.42940000000004,1101.6803303127738,161.65841545478122,val,train,train,train,train,train,train
ZINC67479368,Cc1ccsc1C(=O)NNC(=O)NC[C@@H]1CCC[N@@]1CC1CCCCC1,378.5420000000003,3.0452200000000014,14.559307692307705,73.47,1.3744927304583017,104.22660000000006,612.4352210032481,159.23683624014916,train,train,train,train,test_in,val,test_in
155537657,Cc1cnc(Nc2ccc(S(N)(=O)=O)cc2)nc1Nc1nc2ccccc2s1,412.5000000000001,3.529320000000001,14.732142857142861,122.88999999999999,1.5626026843841685,110.76960000000001,1219.8122653004502,165.0918963476517,nan,train,train,nan,train,nan,train
ZINC51588229,CCC[C@@H](C)NC(=O)[C@H]1CCCN(C(=O)Nc2cc(NC(C)=O)ccc2F)C1,392.4750000000001,3.3328000000000015,14.01696428571429,90.53999999999999,1.983475709160604,106.53210000000006,725.4023919532204,164.59428349160532,train,train,train,train,train,train,train
ZINC50164409,CCC[C@H](CC)NC(=O)c1cc([N+](=O)[O-])ccc1I,376.19399999999996,3.507900000000002,19.799684210526312,72.24,2.918187332954991,82.26660000000003,476.95617555017503,125.61219604746847,val,val,test_ex,train,test_ex,train,train
ZINC41311487,O=C(NC[C@H](c1ccc(Cl)cc1)N1CCCCC1)c1cc2cc(Cl)ccc2o1,417.33600000000007,5.696600000000005,14.904857142857145,45.480000000000004,1.5031515915026674,113.17420000000004,962.3321352784496,173.95594729063518,nan,test_ex,val,train,train,train,nan
ZINC52834494,Cc1cc([C@@H](C)N/C(N)=N/O)c(C)o1,197.238,1.2509400000000002,14.08842857142857,83.78,2.786551863089785,53.14160000000001,343.8263077998735,82.58379057371171,test_in,train,train,train,test_ex,val,val
46228443,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3ccncc3)n[nH]c2C1(C)C,341.4150000000001,2.6804000000000006,13.656600000000003,90.97999999999999,1.8771753768119512,93.80890000000004,817.7371252096527,146.38173732120885,train,train,train,train,train,train,train
ZINC66176782,O=C(NCCCc1nc2c(s1)CCCC2)N[C@H]1CCCc2[nH]c(=O)ccc21,386.5210000000002,3.0196000000000014,14.3155925925926,86.88,1.2353446070201253,106.35310000000004,849.6069325076626,162.35856819087,train,train,train,train,train,train,test_in
135402950,CCc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(Cc3ccccc3O)[nH]c(=O)c12,449.7250000000002,4.927800000000004,15.507758620689662,83.79999999999998,1.9591119649346547,114.80650000000001,1273.861404899876,180.2341663582887,nan,nan,nan,train,train,nan,nan
ZINC21510266,C[C@@H](OC(=O)c1cncn1-c1ccc(F)cc1)c1nc2ccccc2c(=O)[nH]1,378.36300000000006,3.1659000000000006,13.512964285714288,89.87,1.6018586137671815,99.71620000000003,1214.0882621332175,158.00228308951986,train,train,val,train,train,nan,train
ZINC08846165,CC(C)(C)c1ccc([C@H]2C(C#N)=C(N)Oc3cc(N)ccc32)cc1,319.40799999999996,3.784480000000001,13.308666666666666,85.06,2.131778797542798,95.29380000000002,851.933191496684,141.8985063600214,train,train,train,train,nan,train,val
142751754,CO[C@@H]1CCN(C(=O)c2ccc3c(-c4nc(N[C@H]5CCCNC5)ncc4C(F)(F)F)c[nH]c3c2)C1,488.51400000000024,3.6685000000000016,13.957542857142863,95.16999999999999,1.4747384955442455,125.15860000000004,1221.680101971568,199.81749288165315,nan,train,val,train,train,nan,nan
ZINC63530965,COc1ccc2c(c1)=N[C@H](C(=O)NC[C@H](C)c1ccccc1)C=2Sc1ccccc1,416.5460000000001,3.517400000000002,13.884866666666671,50.69,1.585602968990565,121.1367,1146.7710756480637,180.24811417107182,nan,train,test_in,train,train,train,nan
ZINC11334127,Cc1cc(C)nc(NNC(=O)c2cc3c(s2)CCCCC3)n1,316.4300000000002,3.180740000000002,14.383181818181827,66.91,1.6675810467716672,88.17290000000004,651.6994075227755,133.71324480700397,train,val,train,train,train,val,train
ZINC14651162,CCN(CC)CCn1/c(=N/C(=O)c2oc3ccccc3c2C)[nH]c2ccccc21,390.48700000000014,4.106920000000003,13.465068965517245,66.53,1.7702590583082505,114.92120000000004,1224.62034640309,169.02115071294446,train,nan,val,test_in,train,nan,train
ZINC38050100,N[C@H]1CCCC[C@H]1NS(=O)(=O)c1ccc(O)c([N+](=O)[O-])c1,315.35100000000006,0.8485999999999998,15.016714285714288,135.56,2.268250534224971,75.31410000000001,646.2930255480346,121.71296290007905,train,train,nan,test_ex,nan,train,val
ZINC00197215,C[C@H]1CC(C)(C)C[C@]2(C1)NC(=S)N(c1nc3ccccc3s1)N2,346.52500000000003,4.037900000000003,15.066304347826089,40.19,1.6530143705961522,100.49540000000006,735.7940692096992,145.79931204435712,train,nan,nan,train,train,train,val
ZINC52813692,Cc1cc(N)cnc1Oc1cccc2cccnc12,251.28900000000004,3.3127200000000006,13.225736842105265,61.03,2.0570700974701097,75.20340000000002,735.042250395069,110.42783586010542,train,train,train,test_in,nan,train,train
ZINC47808543,CC[C@H]1c2ccsc2CCN1C(=O)Nc1ccccc1N1C[C@H](C)O[C@@H](C)C1,399.5600000000002,4.903000000000004,14.270000000000007,44.81,1.54030788590913,115.44370000000005,826.69428765128,170.84110051523882,train,nan,train,train,train,train,nan
ZINC09009127,Cc1ccc(-c2[nH]nc3c2[C@@H](c2ccc(O)cc2)N(c2ccc(F)cc2)C3=O)cc1,399.4250000000001,4.979620000000003,13.31416666666667,69.22,1.711436339319432,111.92000000000003,1229.1985186575828,171.97006782308458,train,nan,train,train,train,nan,nan
ZINC32754192,Cn1cccc1C(=O)NCCNC(=O)c1ccc2ccccc2c1O,337.379,2.0437,13.49516,83.36,1.5717904231443576,95.69220000000004,930.5639469242964,144.6310066563885,train,test_in,train,train,train,train,val
ZINC01872845,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(NOCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)C(C)C)=CC[C@@]4(C)[C@@H]3CC[C@@]21C,571.715,2.031000000000001,13.944268292682928,157.22,1.315993504664155,151.4604999999998,1158.8439503184738,241.86864700962997,test_ex,train,test_in,test_ex,train,val,test_ex
ZINC61640116,Nc1ccc(Cl)c(COc2cccc3ccccc23)n1,284.74600000000004,4.049400000000002,14.237300000000001,48.14,1.886121436206999,81.93940000000003,753.0529789463794,121.5114541060406,train,nan,train,train,train,train,test_in
124155310,CC(=O)N[C@@H]1CCC[C@@H](C(=O)Nc2cc(-c3cnn4c3CCCC4)c(Cl)cn2)C1,415.92500000000024,3.568200000000002,14.342241379310353,88.91000000000001,1.4984126958171875,111.59840000000003,925.7904292618766,174.7739987377511,nan,train,train,val,train,train,nan
ZINC50657329,CCCNc1ccccc1S(=O)(=O)N1CCO[C@@H](CC)C1,312.43500000000006,2.308,14.877857142857145,58.64,2.2630150592052365,84.01250000000006,559.7920868859375,126.89406797127059,test_in,train,train,train,nan,test_in,train
ZINC06336492,O=C(CSc1n[nH]c(N/N=C/c2ccccc2O)n1)NCc1ccccc1Cl,416.8940000000001,3.018200000000001,14.889071428571432,115.29,1.434110178961586,109.72890000000001,977.9694940588461,169.96958491832137,nan,train,train,nan,train,train,train
ZINC63448210,CC1=NN(c2ccccc2)[C@@H]2N=C3NC(=O)NC(=O)[C@H]3[C@H](c3c(Cl)cccc3Cl)[C@@H]12,442.30600000000015,3.783100000000002,14.743533333333339,86.16,1.7065515282943422,116.11040000000001,1097.3847375793137,182.30539857776833,nan,train,train,train,train,train,nan
ZINC50676077,CC(C)C[C@H](C)N(C)S(=O)(=O)c1cc([N+](=O)[O-])ccc1N,315.39500000000004,2.2321,15.018809523809526,106.53999999999999,3.238446324559743,81.37460000000003,628.303585228886,124.49947390240419,train,train,nan,nan,test_ex,train,train
ZINC38050074,Cc1c([N+](=O)[O-])cccc1S(=O)(=O)N[C@@H]1CCCC[C@H]1N,313.3790000000001,1.45142,14.922809523809528,115.33,2.313801626854374,78.38630000000003,644.8164996952908,123.28367126227963,train,train,train,nan,nan,test_in,train
ZINC05667092,CCc1cc(/C(Cc2nc(C)cs2)=N/O)c(O)cc1O,292.36,2.8461200000000013,14.618,85.94000000000001,2.368894050648565,78.02810000000001,649.8637274886636,120.4052813908282,train,train,train,train,nan,train,train
ZINC29057038,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CN[C@@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,475.52300000000025,0.9407000000000005,14.409787878787887,156.26999999999998,1.430215325629772,119.44830000000005,1056.1799760484157,193.57483817661853,nan,train,train,test_ex,train,train,nan
ZINC40104029,C[C@H](c1cc2ccccc2o1)N(C)C(=O)Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,429.54200000000014,4.734500000000002,14.318066666666672,91.65,1.7486558431340193,117.92720000000004,1129.339410792427,176.66588406642427,nan,nan,val,train,val,train,nan
ZINC67012848,CN(CC(=O)Nc1cc(F)cc(F)c1)C(=O)Nc1ccc(Cl)c(C(N)=O)c1,396.78100000000006,2.8194999999999997,14.695592592592595,104.53,1.975804440676749,96.60630000000003,887.4924101407718,157.63155996484167,train,train,test_in,nan,train,train,test_in
ZINC50226854,Cc1ccc(CNS(=O)(=O)c2ccc(N)c([N+](=O)[O-])c2)s1,327.38700000000006,2.0254199999999996,15.589857142857145,115.33000000000001,2.2294172564339974,80.59030000000001,783.5502688778856,125.16224932030134,train,test_in,nan,nan,nan,val,train
ZINC01465025,ClC(Cl)(Cl)/C=N/Nc1nc2ccccc2s1,294.59400000000005,4.0642000000000005,18.412125000000003,37.28,2.1334717124016125,72.02470000000002,484.938721875541,111.02808250173159,train,nan,test_ex,train,nan,train,test_in
CHEMBL3644034,C[C@@H](Oc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F)C(C)(C)O,419.42500000000007,3.180700000000002,14.979464285714288,101.41,2.3427316364162247,96.25630000000005,939.6004582763569,160.06203384410648,nan,train,train,nan,nan,train,test_in
ZINC37650433,COc1ncccc1CN[C@H]1C(=O)Nc2cccc(Br)c21,348.20000000000005,2.6357,16.580952380952382,63.25,1.8194340982875914,83.14140000000002,690.3689894727033,130.40442191297282,train,train,test_ex,train,train,train,train
ZINC15840433,Cc1ccc(-n2c3c(c(S[C@H](N)c4cccc5ccccc45)nc2=O)CCC3)cc1,413.5460000000002,4.932420000000004,13.784866666666675,60.910000000000004,1.5575222595446547,123.32940000000004,1289.0292947179132,179.31992575272412,nan,nan,train,train,train,nan,nan
ZINC39360036,C/C(NCc1cc2cc3c(cc2nc1-c1ccc(F)cc1)OCO3)=C1/N=NC(=O)N1,405.3890000000001,4.223600000000004,13.51296666666667,97.20000000000002,1.5612375588659928,106.18740000000001,1237.615574135829,169.97884735906862,nan,nan,train,test_in,train,nan,val
ZINC58172730,Cn1cc/c(=N/S(=O)(=O)c2ccc(SC(F)(F)F)cc2)[nH]1,337.348,2.2546999999999997,16.064190476190475,67.22,2.2964694313090352,70.86650000000002,789.1112135083774,122.10142962373423,train,train,test_ex,train,nan,train,test_in
ZINC40173473,CCOC(=O)c1c(NC(=O)[C@@H](C)n2c(N)nnc2SCC#N)sc(C)c1C,408.5090000000002,2.5307200000000005,15.12996296296297,135.92,2.2832260089492533,103.86160000000002,898.838269795155,164.44719519489507,nan,train,nan,test_ex,nan,train,train
ZINC65409609,CCC(=O)Nc1ccc(NC(=O)NC[C@@H](C)[N@]2CC[C@H](C)CC2)cc1C,360.5020000000002,3.5854200000000027,13.865461538461545,73.47,1.798481416336474,106.55410000000006,624.2372381476654,156.26722598863532,train,train,train,train,train,train,test_in
ZINC67019952,Cc1nc2cc(O)nn2c(C)c1CC(=O)Nc1ccccc1Cn1cccn1,376.4200000000001,2.47774,13.443571428571431,97.34000000000002,1.564468121045504,104.2305,1147.1849394285653,161.0090635219269,train,test_in,train,train,train,train,train
ZINC44784980,C[C@@H]1CCC[C@@H](NC(=O)C2(/C(N)=N/O)CCCCC2)C1,281.40000000000003,2.3781999999999996,14.070000000000002,87.71000000000001,2.0651411774907036,78.48960000000004,375.31491556530256,120.53164804052224,train,train,train,train,nan,test_in,train
CHEMBL3943554,CC(C)[C@@H]1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CCN1,474.6130000000004,3.4069000000000003,13.56037142857144,100.00000000000001,1.2597454830408883,137.2816,1228.1276844085457,205.27581828417803,nan,train,test_in,nan,val,nan,test_ex
ZINC36485043,Cc1ccc([C@@H](C(=O)NC(C)(C)CC(C)(C)C)N(C(=O)c2cccc(O)c2O)c2cccc(Cl)c2)c(C)c1,537.1000000000003,7.087140000000008,14.134210526315796,89.87,2.258620803359073,152.98379999999975,1343.9464065270618,229.81431280395353,test_ex,test_ex,train,train,nan,nan,test_ex
ZINC04941357,O=C(NC[C@@H]1COC2(CCCCC2)O1)C(=O)Nc1ccc2c(c1)OCCO2,376.4090000000001,1.588299999999999,13.941074074074079,95.12,1.2544237928267037,95.71240000000006,716.1514683341767,157.0351066313964,train,train,val,train,test_in,train,train
ZINC36569843,CCCN(C=O)[C@@H](C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O,350.41499999999996,2.1618,14.016599999999999,110.10000000000001,2.352498910171542,92.25410000000004,590.479142420089,146.82031864921402,train,train,train,nan,nan,train,train
ZINC50202220,CC(C)(N)C(=O)Nc1ccc(Br)cc1C(=O)O,301.14000000000004,1.8230999999999995,17.714117647058828,92.42,3.071118690300643,67.99740000000001,466.27461462249966,107.13069213002568,train,train,test_ex,test_in,test_ex,train,train
ZINC40173506,CC[C@@H](C(=O)Nc1sc2c(c1C(=O)OC)CCCC2)n1c(N)nnc1SCC#N,434.5470000000002,2.79268,14.984379310344835,135.92000000000002,1.9168362863423913,111.02960000000002,961.6882647078457,176.17124827015905,nan,train,test_in,test_ex,train,train,nan
171356244,O=C(Nc1n[nH]c2ccc(-c3cncc(NC[C@@H](O)c4ccccc4)c3)cc12)c1ccccc1,449.5140000000001,5.022700000000003,13.221000000000004,102.93,1.3479195355995164,133.6113999999999,1417.2204168939402,196.05156678338193,nan,test_ex,train,nan,train,test_ex,nan
ZINC50987748,C=CCn1c(C)nc(-c2cnn(C)c2)c1N,217.276,1.36022,13.57975,61.66,2.5005787628926845,63.77540000000002,520.4624688937853,94.20950890788949,train,train,train,val,test_ex,train,train
ZINC42297953,Cc1cccc(O[C@@H](C)C(=O)NNC(=O)NC[C@@H]2COc3ccccc3O2)c1C,399.44700000000023,2.2411399999999997,13.774034482758628,97.92000000000002,1.3969679370524595,107.03610000000005,886.3703292529059,169.05054766126855,train,val,val,test_in,train,train,test_in
ZINC63847123,O=C1[C@H]2C3=C(CCCCCC3)S[C@@H]2NCN1Cc1ncn[nH]1,319.434,1.9913999999999998,14.519727272727273,73.91,1.544607821186896,84.53240000000004,584.7630952758204,133.67979204441338,train,train,train,train,train,train,train
ZINC13979095,CC(C)CC(=O)Nc1ccc(C(=O)NNC(=S)NC(=O)COc2ccccc2Cl)cc1,462.9590000000002,3.0391000000000012,14.934161290322587,108.56000000000002,1.7427302364437884,122.81629999999998,950.6508462603043,190.20271911352233,nan,train,train,nan,train,train,nan
ZINC21714845,CC(C)CCNc1ncnc2onc(-c3cc(F)cc(F)c3)c12,318.327,4.021000000000003,13.840304347826088,63.84,2.0381801919649956,82.89570000000002,811.8083416626798,131.28043493142548,train,nan,train,train,nan,val,train
ZINC36497908,Cc1ccc(S(=O)(=O)CNC(=O)[C@@H](c2ccccc2)N(Cc2ccco2)C(=O)c2ccccc2O)cc1,518.5910000000002,4.224920000000004,14.01597297297298,116.92,1.6969895851441323,137.24579999999992,1466.8732060129496,214.63903987602703,test_ex,nan,train,nan,test_in,test_ex,test_ex
ZINC62540346,CC(=O)c1cc(N)c2oc(-c3ccc(C)cc3)nc2c1,266.3,3.588020000000001,13.315000000000001,69.12,2.1712257993883166,78.59890000000001,801.2049785711157,115.78037824256586,train,test_in,val,train,nan,train,train
9886767,N[C@H]1CC[C@H](Nc2nc(Nc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1,391.5230000000003,4.366800000000003,13.500793103448286,93.67999999999999,1.5030989030362834,116.40680000000006,953.9561618651328,170.6905537232784,train,nan,test_in,train,train,train,nan
ZINC40170312,CC[C@H](Sc1nnc2cc(C)c3cccc(C)c3n12)C(=O)Nc1cc(C)ccc1C,418.5660000000002,5.625580000000005,13.952200000000007,59.290000000000006,1.7021336062983772,124.44870000000003,1261.269393212322,180.45010300699627,nan,test_ex,train,train,train,nan,nan
CHEMBL363607,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,407.40200000000016,2.2526399999999995,14.550071428571433,119.96999999999998,1.8979809581183247,96.68040000000002,1174.248689131921,158.61042099165428,nan,train,train,nan,train,train,train
ZINC06661140,CC(C)CNC(=O)Nc1sc2c(c1C#N)CC(C)(C)OC2,307.41900000000004,3.2485800000000022,14.639000000000001,74.15,2.1684289965831502,83.46540000000003,584.4745810056099,128.84766987297735,train,train,train,train,nan,train,train
ZINC44335241,COC(=O)[C@H](N)Cc1cc(I)cc([N+](=O)[O-])c1O,366.1110000000001,0.9477999999999995,20.339500000000005,115.69000000000001,3.0958853746747566,71.17360000000001,491.4015375130545,116.2151771993862,train,train,test_ex,nan,test_ex,train,train
ZINC49511941,CC1=CC(C)=C(C(N)=S)[C@@H](N[C@H](C)c2ccccc2Cl)N1,321.87700000000007,3.4263000000000012,15.327476190476194,50.08,2.2453844434384416,93.16880000000003,621.7030332520984,135.79744858388065,train,train,nan,test_in,nan,train,test_in
ZINC17128728,Oc1ccccc1/C=N/Nc1nnnn1-c1ccccc1,280.291,1.8139,13.347190476190477,88.22,1.7820542994338897,78.4775,752.9205038547822,120.10352464358415,train,train,test_in,train,train,test_in,train
ZINC39729947,CCSC1=NC(=O)[C@@H]2C(=N1)NC1=CC(C)(C)CC(O)=C1[C@@H]2c1ccc2c(c1)OCO2,425.5100000000002,3.892000000000002,14.183666666666674,92.51,1.6700640298249874,116.07650000000001,1070.1409971050978,178.51440976330437,nan,train,train,train,train,val,nan
ZINC65547810,CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](NC(=O)[C@H]1CC[C@]3(CC1)NC(=O)NC3=O)C2,347.45900000000006,2.0858,13.898360000000002,87.30000000000001,1.378718524685604,92.52310000000006,635.8255754723256,148.41903732380703,test_in,train,train,test_in,train,train,test_in
ZINC09456884,Cc1ccc(N2C(=O)/C(=C/c3ccc(C(C)C)cc3)N=C2SCC(=O)NC(N)=O)cc1,436.5370000000002,3.7902200000000015,14.081838709677426,104.86000000000001,1.8951969672747815,124.79210000000003,1057.23410021083,184.96001176039093,nan,train,val,nan,train,train,nan
ZINC50816385,CCNC(=O)CN(C)Cc1nc(N)c2c(C)c(C)sc2n1,307.423,1.45824,14.639190476190477,84.14,2.175309830055535,86.31910000000003,666.9183862513634,127.92337244957741,train,train,train,train,nan,train,test_in
ZINC04304594,CC(C)NC(=O)COc1coc(CN2CCN(c3cccc(Cl)c3)CC2)cc1=O,419.90900000000016,2.5188000000000006,14.479620689655178,75.02000000000001,1.5036890835457286,112.69370000000006,891.4900988639595,174.74628932049777,nan,train,train,train,train,train,nan
ZINC09290492,Cc1ccc(C[N@]2CCc3[nH]c(SCC(=O)Nc4cc(C)ccc4C)nc(=O)c3C2)cc1,448.59200000000027,3.9842600000000026,14.018500000000008,78.09,1.373834968419303,129.1244,1187.5365652468586,192.0193854488225,nan,train,train,train,train,train,nan
ZINC36184137,C[C@]1(c2ccc(C#N)cc2)NC(=O)N(Cc2ccc(Cl)cc2)C1=O,339.7820000000001,3.1788800000000013,14.157583333333337,73.2,1.8671077421312126,89.04270000000004,840.0627492361796,144.00090482066076,train,train,train,train,test_in,train,val
ZINC24956410,CCCCn1c(N)c(N(CC)CC(=O)N[C@@H](c2ccccc2)C(C)C)c(=O)[nH]c1=O,415.5380000000001,2.2586999999999993,13.851266666666671,113.22,2.269749789961083,120.69380000000008,949.480745548125,176.6512229977641,nan,test_in,train,nan,nan,train,nan
ZINC67175132,Cc1ccc(NC(=O)CCNC(=O)c2ccc([N+](=O)[O-])c(O)c2)c(Cl)c1,377.7840000000001,3.0208200000000005,14.53015384615385,121.57000000000001,1.8659860850601782,96.53009999999999,869.4720062479533,153.48645216642515,train,train,train,nan,train,train,train
ZINC01295777,O=C1N[C@@H](c2ccc(Cl)cc2)[C@@H](C(=O)c2cccnc2)[C@@](O)(C(F)(F)F)N1,399.75600000000003,2.8389,14.805777777777779,91.32000000000001,2.15248245967384,88.92270000000003,861.222505999828,155.90884159451792,train,train,train,train,nan,train,train
ZINC09683269,CCn1c(=O)c(=O)[nH]c2cc(C(=O)N3CCN(Cc4ccc(Cl)s4)CC3)ccc21,432.93300000000016,2.382600000000001,14.92872413793104,78.41,1.484105357838829,115.01220000000002,1174.4184129886542,175.6809982052594,nan,train,train,train,train,val,nan
ZINC36061317,CC1=Nc2scc(CC(=O)N3CCOCC3)[n+]2[C@@H](c2ccc(C)cc2)/C1=C(/[O-])OC(C)(C)C,469.6070000000002,2.827720000000001,14.230515151515158,78.07000000000001,1.8001625744275933,125.56800000000005,1089.845576572979,198.53429102193437,nan,train,train,test_in,train,test_in,nan
ZINC00673805,O=C(Nc1cccc(O)c1)c1nn2c(c1Cl)N[C@H](c1cccs1)C[C@H]2C(F)(F)F,442.8500000000001,5.2162000000000015,15.270689655172417,79.18,1.6990545606768652,103.68870000000001,1052.0561757816847,171.46742033256746,nan,test_ex,nan,test_in,train,train,nan
ZINC16602929,Cc1noc(C)c1C(=O)Nc1sc2c(c1C(N)=O)CCCCCC2,347.4400000000002,3.3631400000000022,14.476666666666675,98.22,1.9674629403582151,92.64310000000003,771.8462550886239,143.9505812179103,train,train,train,train,train,train,train
ZINC44645911,Cc1ccc(N2N=NN[C@@H]2S[C@@H](C)C(=O)C2=c3ccccc3=NC2)c(C)c1,379.48900000000015,2.4537400000000007,14.055148148148154,69.42,1.5370642575228284,107.73270000000004,1048.577866110587,161.58346925153077,val,train,train,train,train,test_in,test_in
ZINC04577311,CCOc1cc([C@H]2NN=C(c3ccc(C)cc3)S2)ccc1O,314.41,3.7961200000000033,14.291363636363638,53.849999999999994,1.76246298170208,90.45950000000003,698.3051676624865,133.7535864407861,val,train,train,train,train,train,test_in
ZINC20916189,Cc1cc(C)c(CSc2nnc(N/N=C/c3c(O)ccc4ccccc34)n2N)c(C)c1,432.55300000000017,4.514260000000003,13.953322580645168,101.35000000000001,1.4797484481297243,127.2159,1257.5384756349908,184.5215392577627,nan,nan,train,nan,train,nan,nan
