ID,smiles,MW,logP,norm_MW,TPSA,BalabanJ,MolMR,BertzCT,LabuteASA,split_MW,split_logP,split_norm_MW,split_TPSA,split_BalabanJ,split_BertzCT,split_LabuteASA
142751798,CC1(C)CNC[C@@H](Nc2ncc(Cl)c(-c3c[nH]c4c(S(C)(=O)=O)c(C#N)ccc34)n2)C1,458.97500000000025,3.353480000000001,14.80564516129033,123.55999999999999,1.7674920448583402,120.83790000000002,1309.3865702042003,185.51823477359684,nan,train,train,nan,train,nan,nan
ZINC41095699,CCOc1cc(C)c(C(C)C)cc1S(=O)(=O)Nc1ccc(Cl)cn1,368.886,4.3663200000000035,15.37025,68.29,2.501381623016389,96.49250000000004,818.47445359695,147.62524752529882,train,nan,nan,test_in,test_ex,train,test_in
ZINC05956083,Cc1cc(-c2ccc(Cl)cc2)c(C#N)c(=S)n1[C@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O,422.8900000000001,1.6904900000000012,15.103214285714289,118.87000000000002,2.1428341526248684,104.18020000000001,970.0148831641379,171.1769289485926,nan,train,nan,nan,nan,train,nan
ZINC15672805,C[C@@]1(C(=O)NC2CCCCCCC2)Cn2c(cc3sccc32)C(=O)N1C[C@@H]1CCCO1,443.6130000000002,4.325400000000004,14.310096774193555,63.57000000000001,1.4504940857689814,122.48020000000007,952.5790810955629,187.47031271121043,nan,nan,train,train,train,train,nan
ZINC67373849,NC(=O)c1ccc(N2CCC([C@@H](O)c3ccc(Cl)cc3)CC2)c([N+](=O)[O-])c1,389.83900000000017,3.297100000000002,14.438481481481487,109.70000000000002,1.7257426225341035,102.96310000000005,848.5333096571268,161.04898314164535,train,train,train,nan,train,train,train
ZINC14669868,CCCCn1c(N)c(N(CC(C)C)C(=O)CSc2ccc(C)cc2)c(=O)[nH]c1=O,418.56300000000016,3.0086200000000014,14.433206896551729,101.19,2.3546038500470523,119.73710000000005,947.8790592425091,174.85952872512468,nan,train,train,nan,nan,train,nan
ZINC20227892,COc1c(Cl)cc(C(=O)n2c(O)c3cc(Br)ccc3nc2=S)cc1Cl,460.1360000000001,5.237790000000002,18.405440000000002,64.35,2.2267431976181378,102.67429999999999,1061.8933820078034,165.45147492293398,nan,test_ex,test_ex,train,nan,train,train
ZINC05482446,COC(=O)C1=C(N)OC(C)=C(C#N)[C@@H]1c1cccc(Cl)c1,304.73300000000006,2.5946800000000003,14.51109523809524,85.34,2.6611827456690054,76.82040000000002,701.1154354754173,126.75519409558932,train,train,train,train,test_ex,train,train
ZINC00041316,C[C@@H]1c2nc(N)nc(N)c2CN1C(=O)c1cc(Cl)cc(Cl)c1,338.1980000000001,2.6648000000000005,15.372636363636367,98.13,1.9728095184730012,85.6073,759.8187806208514,136.5894002095471,train,train,nan,train,train,train,train
150749774,C=CC(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3ncc4ccncc4n3)C2)cc1,388.4310000000001,2.4759,13.394172413793108,100.11000000000001,1.3737262292596193,110.53290000000001,1066.2141977545982,167.23581076710204,train,train,train,nan,train,test_in,train
ZINC28060485,COc1ccc(OC)c([C@H]2Oc3ccccc3C3=Nc4nnnn4[C@H](c4cccs4)[C@H]32)c1,445.5040000000001,4.225500000000003,13.922000000000002,83.65,1.6219644213459132,119.319,1316.9353131126184,187.6404341174658,nan,nan,train,train,train,nan,nan
ZINC36576411,C=C(C)C(=O)N(CCC)[C@@H](C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1c(O)cc(O)cc1O,476.5510000000002,2.5152200000000007,14.4409393939394,144.24,2.483479152603976,122.36990000000003,1134.8275353854635,192.45409724401298,nan,train,train,test_ex,nan,train,nan
CHEMBL569720,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,353.3650000000001,2.534019999999999,13.590961538461544,128.09,1.882273029344526,92.11910000000002,958.842033179103,148.3039954493706,train,test_in,test_in,nan,train,train,train
ZINC05634124,CCCCn1c(N)c(N(CC)C(=O)c2ccc(Cl)c(Cl)c2)c(=O)[nH]c1=O,399.27800000000013,2.892400000000001,15.35684615384616,101.19,2.5539840285056505,104.45560000000005,936.5808354864027,159.8831826959363,train,train,nan,nan,test_ex,train,train
ZINC44358047,CCOC(=O)[C@@H](N)Cc1cc(Cc2ccccc2)cc(Br)c1O,378.2660000000001,3.178400000000002,16.44634782608696,72.55,2.2056304894173238,93.36720000000004,673.4669574918267,143.9548893963414,train,train,test_ex,train,nan,train,train
ZINC16819438,CSCC[C@H](NC(=O)c1ccccc1Cl)C(=O)O[C@H](C)C(=O)Nc1sccc1C(N)=O,483.99900000000025,2.9223,15.612870967741944,127.59,2.0380598314174865,122.72580000000005,965.7968814226597,192.40390668609624,nan,train,nan,nan,nan,val,nan
CHEMBL564470,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3cccc(CN4CCN(C)CC4)c3)nc1-2,474.6130000000003,2.561400000000001,13.560371428571436,91.21,1.423221471858332,136.85289999999992,1256.2328667768902,206.10561993824294,nan,train,train,train,train,nan,test_ex
ZINC67467505,CCn1nc(C)c(CNC(=O)NNC(=O)c2cc3c(s2)CC[C@H](C)C3)c1C,389.5250000000002,2.850340000000002,14.42685185185186,88.05000000000001,1.5067584846971274,105.72060000000003,854.6474628942883,163.05233504331008,train,train,train,train,train,test_in,train
ZINC67031470,C=CCNC(=O)c1ccccc1NC(=O)c1cc([N+](=O)[O-])ccc1C,339.35100000000006,3.071320000000001,13.574040000000002,101.34,2.2980171616736627,94.75880000000001,845.9648641014682,144.06429126955982,train,test_in,train,nan,nan,train,train
ZINC18332376,Nc1nc(COC(=O)c2cccc(C(=O)OCc3nc(N)c4ccccc4n3)n2)nc2ccccc12,481.47200000000015,2.846400000000001,13.374222222222226,169.08999999999997,1.238548082286054,130.37679999999995,1507.0636203927143,203.69684501054104,nan,train,train,test_ex,train,test_ex,test_ex
CHEMBL4457608,O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C1/Nc2ccc(O)cc2/C1=N\O,338.27900000000005,2.2676,13.531160000000002,137.09,1.9466921331064193,88.69910000000002,1025.1802983153225,139.5990511233945,train,val,val,test_ex,train,val,train
ZINC56168654,Cc1ccc(CNC(=O)NCC(=O)N[C@H]2CC[N@@]([C@@H](C)c3ccccc3)C2)cc1,394.5190000000001,2.74592,13.604103448275866,73.47,1.3504498919280161,114.39510000000003,807.3873641792776,172.22949385150943,train,test_in,test_in,train,train,test_in,nan
ZINC03621567,Cc1cc(C(=O)NNC(=O)c2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)c(C)o1,427.48200000000014,2.7963400000000007,14.249400000000005,108.72,1.6797978282314812,111.58720000000001,1169.1107227328546,174.07814551784196,nan,train,train,nan,test_in,train,nan
ZINC37988093,O=S(=O)(c1ccccc1NC[C@H]1CCOC1)C(F)(F)F,309.3089999999999,2.4285000000000005,15.465449999999995,55.400000000000006,2.218533065558532,67.09850000000002,565.555433831199,114.40063665602761,train,train,nan,train,nan,train,train
ZINC39579871,C[C@H]1CC(C)(C)C[C@@]2(C1)NC(=O)N(CC(=O)OCC(=O)Nc1cc(Cl)ccc1F)C2=O,453.8980000000001,3.097600000000001,14.641870967741939,104.81,1.5660804692638575,110.77040000000005,937.5903264070715,183.98186582529695,nan,val,val,nan,train,val,nan
136016378,COc1ccc2[nH]c(O)c(C3=Nc4ccccc4/C3=N\OCCO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O)c2c1,513.5030000000003,0.5536999999999994,13.878459459459467,178.57999999999998,1.3371718150739145,131.3627,1336.1887452401372,210.55205637982047,test_ex,train,test_in,test_ex,test_in,nan,test_ex
ZINC35993638,Cc1[nH]c(-c2ccccc2)nc(=O)c1C[C@@H](C)C(=O)N/N=C\c1c(C)[nH]c(=O)[nH]c1=O,422.44500000000005,0.7592400000000004,13.62725806451613,152.92999999999998,1.7069794798629485,116.05580000000005,1303.9257485116568,176.04018734606552,nan,train,train,test_ex,train,nan,nan
ZINC02851127,Cc1cc(O[C@@H](C)C(=O)NNC(=S)Nc2ccc(F)cc2F)ccc1[N+](=O)[O-],410.40200000000016,2.966520000000001,14.657214285714291,105.53,1.8712459879680683,101.78050000000002,926.0255477600505,163.55082457371097,nan,train,train,nan,train,train,train
ZINC29189938,CC(C)[C@H](NCC(=O)NN1C(=O)N[C@]2(CC[C@H](C)CC2)C1=O)c1cccs1,392.52500000000015,2.5667,14.537962962962968,90.53999999999999,1.573570456036166,103.78410000000004,695.8177471669279,163.39835834019289,train,train,val,train,test_in,train,test_in
ZINC07325931,CCCCn1c(N)c(N(C)C(=S)Nc2c(C)cc(C)cc2Cl)c(=O)[nH]c1=O,409.9430000000002,3.0223400000000007,15.183074074074081,96.15,2.3996997476078645,116.19280000000005,959.6879931322417,167.6919789142204,nan,train,nan,train,nan,train,train
ZINC36736643,Nc1ccccc1N(CCO)C(=O)c1cc(Cl)ccc1O,306.749,2.266900000000001,14.607095238095239,86.79,2.4521175633640797,82.73350000000002,661.1170314976607,126.73630386728438,train,train,train,train,nan,train,train
ZINC48803832,Cc1ccccc1[C@@H](C)NC(=O)C(=O)Nc1ccc(NC(=O)c2ccco2)cc1,391.4270000000001,3.656220000000001,13.497482758620693,100.44000000000001,1.5502426093584298,109.46960000000001,1010.8013474957169,167.66372633303692,train,train,train,nan,train,train,train
ZINC41527718,CSc1ncnc(Nc2c(C)nn(C)c2C)c1C#N,274.353,2.1641199999999996,14.439631578947369,79.42,2.4715077878659004,74.49270000000001,654.9697114841766,115.42528920683992,train,train,test_in,test_in,nan,train,train
ZINC12339986,C[C@@H]1CN(/C(N)=N/S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C[C@H](C)O1,433.3740000000001,2.836800000000001,15.47764285714286,84.99,2.49368597635782,86.8362,824.5028071915544,156.57263138809282,nan,val,nan,train,nan,train,train
ZINC19460559,COC(=O)[C@]1(C)N[C@@H](c2ccc(F)cc2)[C@H]2C(=O)N(c3ccccc3)C(=O)[C@H]21,382.3910000000001,2.2074999999999996,13.656821428571432,75.71000000000001,1.8242545997194635,98.61270000000003,946.6377607165666,160.83465683444783,train,train,train,train,train,train,train
ZINC60350376,O=C1NC(C2CC2)(C2CC2)C(=O)N1CCOc1ccc(S(=O)(=O)N2CCOCC2)cc1,449.5290000000002,1.1969000000000003,14.500935483870975,105.25,1.182602280991135,109.93850000000005,953.3341409822245,181.2626502968604,nan,train,train,nan,val,val,nan
ZINC06135007,Cn1c(=O)c2c(ncn2CC(=O)NNC(=O)c2ccc(NS(=O)(=O)c3cccs3)cc2)n(C)c1=O,517.5490000000002,-0.24279999999999946,14.787114285714292,166.19,1.3886583684223017,127.39340000000001,1648.9378111750543,201.21693559304384,test_ex,test_in,train,test_ex,train,test_ex,test_ex
ZINC44791502,NC(=O)[C@H]1CCCCN1C(=O)C1(/C(N)=N/O)CCCCC1,296.3710000000001,0.5496999999999996,14.112904761904767,122.01,2.304307339317609,77.47330000000002,443.500073846067,123.87809020977745,train,test_in,train,nan,nan,train,train
ZINC16322873,COc1cc(CNCCNc2ccc([N+](=O)[O-])cc2)ccc1OCC(=O)NC(C)(C)C,430.5050000000002,3.098600000000001,13.887258064516136,114.75999999999999,1.7648279358305177,119.67750000000005,878.4602654211494,181.82909330190856,nan,train,train,nan,train,train,nan
ZINC60361512,Cc1nc2nc(N)nn2c(C)c1CC(=O)N[C@@H](CC1CCCCC1)c1ccccc1,406.5340000000003,3.693740000000002,13.551133333333343,98.19999999999999,1.5290091904761394,116.89010000000002,1023.0994068431244,176.6588044319122,nan,train,train,test_in,train,test_in,nan
ZINC61539168,Clc1nc(NCCc2ccsc2)nc(-n2ccnc2)n1,306.78200000000004,2.4268,15.339100000000002,68.52000000000001,1.6979467497479424,78.47170000000001,667.3345957907212,124.06669127271508,train,train,nan,train,train,test_in,train
ZINC07253163,CNC(=O)[C@H]1CN(CC(=O)Nc2ccc(Cl)cc2)c2ccccc2O1,359.8130000000001,2.2921000000000005,14.392520000000005,70.67,1.7404655502384507,97.21940000000002,779.3906873348964,150.271732552307,train,val,val,train,train,train,train
ZINC46347259,CC(C)NC(=O)CN1CCN(C(=O)NC[C@@H](c2ccsc2)N(C)C)CC1,381.5460000000001,1.2026000000000014,14.674846153846158,67.92,1.747518153533879,105.43740000000007,568.1464003323223,159.87739441584552,train,train,train,train,test_in,train,train
ZINC39684060,CCCCC(=O)N1C[C@@H](C(=O)NCCc2c[nH]c3c(C)cccc23)C2(CCNCC2)C1,424.5890000000003,3.1534200000000006,13.696419354838719,77.23,1.4015223114046667,123.88110000000007,928.7449722468311,184.6971839474373,nan,train,test_in,train,train,train,nan
ZINC67394337,Cc1cccn2cc(-c3ccc(NC(=O)C(=O)NCc4cnn(C)c4)cc3)nc12,388.4310000000001,2.29812,13.394172413793108,93.32000000000001,1.3963601880930496,109.04940000000002,1189.5908185020587,166.73811250403142,train,train,test_in,train,train,val,test_in
5331030,NC(=O)c1[nH]n(-c2ccc(Cl)cc2)c2c1ccc1nncc12,311.732,2.6541000000000006,14.169636363636364,89.59,2.142055417630233,84.24960000000002,1015.7064418798499,129.02594295469257,train,train,train,train,nan,val,train
ZINC39448853,NC1=NC(SCC(=O)N2c3ccccc3CCc3ccccc32)=N[C@@H](c2ccc(Cl)cc2)N1,476.0050000000001,4.809200000000004,14.424393939393942,83.08,1.392351327913672,136.28209999999993,1210.1619274625782,201.11665390017785,nan,nan,train,train,train,nan,test_ex
ZINC53014646,Cc1cccc(C)c1OC1CCN([C@H](C)c2nc(N)nc(N(C)C)n2)CC1,370.50100000000015,2.741040000000001,13.722259259259264,80.39999999999999,1.6356681437015486,108.12040000000006,765.7865582728292,161.1290766401603,train,train,val,test_in,val,train,train
ZINC27519257,O=C1OC(/C=C/c2cccc([N+](=O)[O-])c2)=N/C1=C/Nc1ccc(Br)cc1Br,493.11100000000005,5.041800000000002,18.26337037037037,93.83,1.7350470760010983,109.2051,1015.4163703669496,170.40143572684423,nan,test_ex,test_ex,train,train,train,nan
ZINC10318012,N#CCCNC(=O)COC(=O)c1cc(S(=O)(=O)N2CCN(c3ccccc3)CC2)ccc1Cl,490.9690000000003,2.03758,14.877848484848494,119.80999999999997,1.655740807293502,122.388,1143.121308955183,197.09482807037247,nan,test_in,train,nan,test_in,train,nan
ZINC56775237,Cc1ccc(S(C)(=O)=O)c(NC(=O)NC[C@@H]2Cc3ccccc3O2)c1,360.43500000000006,2.523720000000001,14.417400000000002,84.5,1.617190415859295,95.87220000000003,884.0421265534884,146.67250893696476,train,train,val,train,test_in,train,train
ZINC63295090,O=C(NCCc1ccc(O)c(O)c1)[C@H]1CCCN(C(=O)[C@@H]2C=c3ccccc3=N2)C1,407.47000000000014,0.4775999999999989,13.582333333333338,102.23,1.307074488679423,111.26530000000002,1047.0960699506022,173.91812528883204,nan,train,val,nan,train,test_in,nan
ZINC64033246,Cl[C@H]1C=CN=C2N=CN=C21,153.572,1.0025,15.3572,37.08,2.4479094613882015,42.14300000000001,274.7175161597824,62.85192994503191,train,train,nan,train,nan,train,train
ZINC55023625,N=C(N)C[C@H](Oc1ccccc1Br)c1ccccc1,319.202,3.895270000000002,16.800105263157896,59.10000000000001,2.2423547104284394,80.48410000000003,557.0818493224938,120.58965820017659,train,train,test_ex,train,nan,test_in,test_in
ZINC20504135,O=C(NCCN1CCOCC1)[C@H]1C[C@H](O)[C@@H](O)[C@@H]2N=C(Nc3ccc4c(c3)OCO4)S[C@@H]21,464.5440000000002,-0.14269999999999827,14.517000000000007,124.88000000000002,1.2086659325103615,119.17900000000002,879.8458848254463,189.8508260629304,nan,train,train,nan,train,train,nan
ZINC40371531,Cc1ccc(C(=O)NC2(/C(N)=N/O)CCCCCCC2)s1,309.435,3.0158200000000015,14.735,87.71000000000001,2.2040584995152797,84.98110000000003,516.7433357082292,128.77516821294057,train,train,train,train,nan,train,test_in
ZINC67624381,C[C@H]1CC[N@@](C[C@@H](O)CNC(=O)N[C@H](c2cccs2)C2CCCC2)CC1,379.5700000000003,3.371400000000002,14.598846153846164,64.6,1.4284102467722417,106.39720000000007,537.2610104114242,160.714491802855,train,train,train,train,val,train,test_in
ZINC09953915,CC(C)NC(=O)CNc1ccc2nnc(C(F)(F)F)n2n1,302.26,1.0795999999999997,14.393333333333333,84.21,2.166435097126783,67.5524,650.936251503088,117.09291995677651,test_in,train,test_in,test_in,nan,train,train
ZINC13622967,O=C(NNC(=O)[C@@H]1CC(=O)N(Cc2ccccc2)C1)c1cccc([N+](=O)[O-])c1,382.37600000000015,1.4044999999999996,13.656285714285719,121.65,1.5357759903482457,98.67130000000003,915.5498214271566,160.00449705309362,train,train,train,nan,train,train,train
ZINC16958089,C/C(=N\NC(N)=S)[C@H](CN1CCOCC1)[C@H](c1ccccc1)[C@@H]1COc2ccccc2C1=O,466.60700000000014,2.8192000000000004,14.139606060606065,89.18,1.7404807282578882,132.71959999999996,1007.7214340332853,199.48352036884006,nan,train,test_in,train,val,train,nan
CHEMBL378248,NCC(=O)NS(=O)(=O)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,451.41500000000013,0.33419999999999994,14.561774193548391,175.08999999999997,1.8054644876604593,104.62849999999999,1239.7344895069152,173.66169597231877,nan,train,train,test_ex,val,nan,nan
ZINC22780164,O=c1cc(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)nc2ccccn12,378.43200000000013,1.7409999999999997,13.515428571428576,59.31,1.1988752044163768,104.58100000000003,1056.9452053526466,162.2880056548341,test_in,train,train,val,train,train,val
ZINC04107160,Nc1cccc(C(=O)C[C@]2(O)C(=O)N(Cc3ccc4c(c3)OCO4)c3ccccc32)c1,416.4330000000002,3.004900000000002,13.433322580645168,102.09000000000002,1.4673283482964885,113.89570000000002,1208.0789776279657,178.1676746894596,nan,train,train,nan,train,nan,nan
ZINC08636357,COc1ccccc1CNC(=O)[C@H]1C[C@@H](O)[C@@H](O)[C@H]2NC(=S)N(c3ccc4c(c3)OCO4)[C@@H]21,471.5350000000002,0.9136999999999993,14.2889393939394,112.52000000000001,1.419767036827448,123.315,1081.9122993717115,195.7943307009168,nan,val,train,nan,train,train,nan
ZINC50675437,Nc1ccc(S(=O)(=O)N[C@@H]2CC[N@]3CCCC[C@@H]23)cn1,296.39599999999996,0.5688999999999995,14.819799999999997,88.32,1.7463647580076587,76.58790000000003,572.5388818201004,118.9692881517971,train,val,train,val,train,train,val
ZINC36609558,CCCCNC(=O)[C@H](c1c(O)cc(O)cc1O)N(C(=O)C#Cc1ccccc1)c1ccccc1,458.5140000000002,3.8457000000000017,13.485705882352946,110.1,2.1462202398979207,129.34309999999996,1176.9352539614943,197.84473726354068,nan,train,test_in,nan,nan,train,nan
ZINC41497693,c1cnc2c(OCc3nc4c(s3)CCCN4)cccc2c1,297.383,3.628400000000002,14.161095238095237,47.040000000000006,1.5669007802775596,84.99970000000003,755.2930664318392,126.36716580677286,val,train,train,train,train,train,train
ZINC42986616,CC(C)[C@H](Sc1nnnn1-c1ccc(O)cc1)C(=O)N1CCCC[C@H]1C,375.4980000000003,2.885600000000001,14.442230769230779,84.14,1.8188480856840386,100.32780000000004,746.2946567512253,157.31916553386623,train,train,val,val,train,train,train
ZINC18180323,Cc1cc(C)cc(N2C(=O)[C@H]3[C@@H](C2=O)C2(O[C@H]3c3ccccc3)C(=O)c3ccccc3C2=O)c1,451.4780000000002,3.998540000000003,13.278764705882358,80.75,1.555842756934584,123.49100000000004,1354.0536998475354,195.69698651488872,nan,train,val,train,train,test_ex,nan
ZINC38744659,CC(C)c1cc([C@@H]2Nn3c(nnc3[C@H]3COc4ccccc4O3)S2)[nH]n1,370.43800000000005,2.985100000000001,14.247615384615386,89.88000000000001,1.3763968205086177,95.96340000000004,952.3886290617061,153.81792400744112,train,train,train,train,train,val,train
ZINC37022432,Nc1cc(=O)[nH]c(SCc2noc(-c3cccs3)n2)n1,307.36,1.7558999999999998,15.368,110.69000000000001,1.709613567943462,76.44210000000001,765.2239098022214,120.79969723248706,train,train,nan,nan,train,val,train
ZINC40780595,Nc1c(NNC(=O)c2ccc(Cl)cc2Cl)ncnc1N1CCc2ccccc2C1,429.3110000000002,3.6852000000000027,14.803827586206904,96.17,1.4928224393095135,115.19130000000001,1074.5871143996574,177.3764641060495,nan,train,train,train,train,train,nan
ZINC52222341,OCc1cn(Cc2csc(-c3ccco3)n2)nn1,262.294,1.5351999999999995,14.571888888888887,76.97,1.7736294918976832,64.86280000000002,629.0699853669437,106.51938503436118,train,train,train,train,train,train,train
ZINC36626470,CCCCN(C(=O)COC(=O)c1cc2c(C)cc(C)cc2[nH]1)c1c(N)n(CCC)c(=O)[nH]c1=O,469.54200000000026,2.6170400000000003,13.810058823529419,143.27999999999997,1.850459653186868,131.34230000000005,1333.9977987452958,196.26725309645622,nan,train,train,test_ex,train,nan,nan
ZINC63351561,O=c1[nH]c(=O)n(-c2ccccc2Cl)c(O)c1[C@@H]1NCCC2=c3ccccc3=N[C@H]21,408.84500000000014,0.7718999999999996,14.098103448275866,99.48,1.7274185996084597,109.11420000000001,1375.649192604602,169.18403306148704,nan,train,train,train,test_in,test_ex,train
ZINC66952682,CO[C@H](C)C(=O)Nc1cccc(NC(=O)NC[C@@]2(O)CCCc3ccccc32)c1,397.4750000000002,3.005600000000001,13.706034482758627,99.69000000000001,1.5912813513943156,111.84090000000002,885.8660274978396,170.0124970486124,train,train,val,train,train,train,nan
46829289,NC(=O)c1nn(CC2CCNCC2)c2c1CCc1cnc(Nc3ccccc3)nc1-2,403.49,2.2807999999999993,13.449666666666667,110.75,1.5495123153775732,114.49730000000001,1070.5901452145304,174.4660748372624,nan,test_in,val,nan,train,train,nan
ZINC16072377,C[C@H](Oc1ccccc1F)C(=O)NNC(=O)c1cc(Cl)cc(Cl)c1,371.19500000000005,3.3610000000000015,15.466458333333335,67.43,1.9204697272835178,88.56090000000002,750.4877846617392,147.2267834568825,train,train,nan,test_in,train,train,train
ZINC40729619,Cc1ccc2c(n1)CCC=C2Nc1ncnc(N2CCC(Cc3ccccc3)CC2)c1N,426.5680000000003,4.6205200000000035,13.33025000000001,79.96000000000001,1.2824529157684375,130.42210000000006,1116.4159527237132,189.16721994440863,nan,nan,train,test_in,train,train,nan
ZINC08410137,COc1cc([C@@H]2C(C#N)=C(N)Oc3[nH]nc(-c4ccc5c(c4)OCO5)c32)cc(OC)c1O,434.40800000000024,2.7463800000000007,13.575250000000008,144.87,1.728482878989222,110.65490000000001,1281.2303629290739,181.890613241736,nan,train,train,test_ex,train,nan,nan
ZINC37750888,CS(=O)(=O)CCn1c(=S)[nH]c2c(F)cccc21,274.34200000000004,1.8825899999999998,16.137764705882354,54.86,2.509906332979626,66.79150000000001,715.471392034826,102.99638791489585,train,train,test_ex,train,test_ex,train,test_in
CHEMBL1081831,N[C@H](CNc1ncc(-c2ccc3c(c2)CC(=O)N3)s1)Cc1ccc(C(F)(F)F)cc1,432.4710000000001,4.305400000000002,14.415700000000005,80.03999999999999,1.3316750618060798,111.49680000000002,1062.8585901774522,174.68716768888476,nan,nan,train,train,val,train,nan
ZINC59012971,C[C@]1(c2cccc([N+](=O)[O-])c2)NC(=O)N(CC(=O)c2c(N)n(C3CC3)c(=O)[nH]c2=O)C1=O,442.38800000000026,0.011800000000000532,13.824625000000008,190.49999999999997,1.6510000082374838,109.02970000000005,1307.9752139011478,178.52075427010314,nan,train,train,test_ex,val,nan,nan
ZINC63676503,Cc1ccc(S(=O)(=O)/N=C(\N)NCCC2=c3cc(F)ccc3=N[C@H]2C)cc1,388.4680000000001,0.9898200000000001,14.387703703703707,96.91,1.7009784659869227,102.65790000000001,1109.3889265577138,156.95436708830607,train,train,train,train,train,train,test_in
ZINC36236335,COc1cc(/C=N/NC(=O)c2ccccc2Br)cc([N+](=O)[O-])c1O,394.18100000000015,2.8354000000000013,16.42420833333334,114.06,2.2022019845810106,90.51540000000004,822.7519771670032,144.58846876834176,train,train,test_ex,nan,nan,test_in,train
ZINC60861820,CN1C(=O)C(=CNC2CCCCCCC2)C(=O)N(C)C1=O,293.36699999999996,1.6231999999999998,13.96985714285714,69.72,2.056318519322233,78.26170000000005,438.78430084427976,124.70127111428546,test_in,val,val,train,nan,test_in,train
ZINC43941370,O=C(NCCC1=CCCCC1)C(=O)NCC1CCN([C@@H]2C=CC=CN2)CC1,372.51300000000003,1.8205,13.796777777777779,73.47,1.2834842775850253,106.68810000000006,603.3028648637587,161.6842551797363,test_in,train,train,val,train,train,test_in
ZINC08835232,COc1c(Cl)cc(Cl)cc1C(=O)NC(=S)Nc1ccc([N+](=O)[O-])cc1Br,479.1390000000001,4.799500000000001,18.42842307692308,93.5,2.158191818370629,107.49730000000002,910.700502118991,171.44395139462696,nan,nan,test_ex,test_in,nan,train,nan
ZINC25985224,NC(=O)N[C@H](CC(=O)Nc1ccccc1Oc1ccccc1)c1ccc(Cl)cc1,409.87300000000005,4.8705000000000025,14.133551724137932,93.45,1.7300018635202568,113.11680000000003,978.1073663315736,173.18483070991635,nan,nan,test_in,test_in,train,train,nan
ZINC20331526,COc1ccc2[nH]c3c(O)n(CCCCC(=O)N[C@H]4CCCc5ccccc54)c(=S)nc3c2c1,476.60200000000026,5.325390000000005,14.01770588235295,92.17,1.2287317138950595,134.75519999999992,1425.101567073165,202.33178776153045,nan,test_ex,test_in,val,train,test_ex,test_ex
ZINC41531298,CCn1ccc(Nc2c(C#N)c(SC)nc3ccccc23)n1,309.398,3.788380000000002,14.063545454545455,66.53,2.186463393640068,89.42270000000003,862.5889361976087,132.522363643232,train,train,train,val,nan,train,train
ZINC38789390,O=C1N=c2cc3c(cc2=C[C@H]1CNc1ccc(OCc2ccccc2)cc1)OCO3,400.4340000000001,2.6629000000000005,13.347800000000003,69.15,1.2213181872414511,112.01370000000001,1190.3707382427808,172.98132133679454,nan,val,train,train,train,train,nan
ZINC38994414,CC1=C(/C=N/N2C(=S)N=N[C@@H]2c2cccnc2)[C@H](C)N(c2ccccc2)N1,377.4770000000001,3.806000000000002,13.980629629629632,68.48,1.5490309405558764,108.9817,923.5890568695747,162.6370990244764,val,train,train,train,train,train,train
ZINC46511481,Nc1nc(C[N@@]2CCO[C@H](c3ccc(F)cc3)C2)nc2sc3c(c12)CCCC3,398.5070000000003,3.864900000000003,14.232392857142868,64.27,1.3633649640881809,108.83940000000004,1003.8033840792289,166.90144281176094,val,train,val,train,train,train,test_in
ZINC53500788,CNC(=O)NC(C)(C)C(=O)NC[C@@H](c1c(F)cccc1Cl)N1CCCC1,384.8830000000002,2.4398,14.803192307692315,73.47,2.152006243649976,99.63810000000005,642.3412203006415,158.00614338965,train,train,train,train,nan,train,test_in
ZINC21046859,N=C(N)c1ccc(COc2cc(Cl)c(Cl)cc2Cl)cc1,329.61400000000003,4.509870000000002,16.480700000000002,59.10000000000001,2.0856423601358345,83.2621,641.6124300402118,131.2669671607836,train,nan,test_ex,train,nan,val,train
ZINC04898588,O=C1N[C@@H](c2ccc(O)cc2)[C@H](C(=O)c2ccc(F)cc2)[C@@](O)(C(F)(F)F)N1,398.312,2.6352000000000007,14.225428571428571,98.66000000000001,2.1474079299100843,87.74050000000003,899.2967721245695,155.34569654181203,train,train,train,train,nan,train,val
ZINC21093024,Cc1cc(NC(=O)CSc2nnc(-c3ccoc3C)n2N)ccc1Br,422.3080000000001,3.3620400000000012,16.892320000000005,98.97000000000001,1.6358982613520487,100.8441,921.1433927707554,156.63863932310173,nan,train,test_ex,train,train,train,val
